,text,tokenized_text,POS_text,lemmatized_text
0,(☀️) Lionel Messi 🇦🇷 is OUT for the match against RB Leipzig. [@SaberDesfa] #UCL https://t.co/pWr9RuLbls,"['', '', '️', '', 'Lionel', 'Messi', '', '', 'is', 'OUT', 'for', 'the', 'match', 'against', 'RB', 'Leipzig', '', '', 'SaberDesfa', '', 'UCL', '']","[('', 'a'), ('', 'n'), ('️', 'n'), ('', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('', 'n'), ('', 'n'), ('is', 'v'), ('OUT', 'n'), ('match', 'n'), ('RB', 'n'), ('Leipzig', 'n'), ('', 'n'), ('', 'n'), ('SaberDesfa', 'n'), ('', 'n'), ('UCL', 'n'), ('', 'n')]","['️', 'Lionel', 'Messi', 'be', 'OUT', 'match', 'RB', 'Leipzig', 'SaberDesfa', 'UCL']"
1,"@CertifiedRatio @TrollFootball Album: psg
Artist: messi

Track Listing:
1. Bottlejob adventures
2. Ghosts
3. 007 (no time to contribute)
4. Save me 
5. I'm struggling
6. Out of place
7. I was forced to leave","['CertifiedRatio', 'TrollFootball', 'Album', '', 'psg', 'Artist', '', 'messi', 'Track', 'Listing', '', '1', '', 'Bottlejob', 'adventures', '2', '', 'Ghosts', '3', '', '007', '', 'no', 'time', 'to', 'contribute', '', '4', '', 'Save', 'me', '5', '', 'Im', 'struggling', '6', '', 'Out', 'of', 'place', '7', '', 'I', 'was', 'forced', 'to', 'leave']","[('CertifiedRatio', 'n'), ('TrollFootball', 'n'), ('Album', 'n'), ('', 'n'), ('psg', 'a'), ('Artist', 'n'), ('', 'n'), ('messi', 'n'), ('Track', 'n'), ('Listing', 'n'), ('', 'v'), ('', 'a'), ('Bottlejob', 'n'), ('adventures', 'v'), ('', 'n'), ('Ghosts', 'n'), ('', 'n'), ('time', 'n'), ('contribute', 'v'), ('', 'a'), ('', 'n'), ('Save', 'n'), ('', 'a'), ('Im', 'n'), ('struggling', 'v'), ('', 'a'), ('Out', 'n'), ('place', 'n'), ('', 'n'), ('was', 'v'), ('forced', 'v'), ('leave', 'v')]","['CertifiedRatio', 'TrollFootball', 'Album', 'psg', 'Artist', 'messi', 'Track', 'Listing', 'Bottlejob', 'adventure', 'Ghosts', 'time', 'contribute', 'Save', 'Im', 'struggle', 'Out', 'place', 'be', 'force', 'leave']"
2,"Messi 🗣

""I have had a long-standing relationship with Neymar, we kept talking despite not playing together. With Kylian at the beginning, it was strange because we didn't know if he was staying or leaving. Luckily we are getting to know each other more.""

[@TheChips_Futbol] https://t.co/VOANFkvh2j","['Messi', '', '', 'I', 'have', 'had', 'a', 'longstanding', 'relationship', 'with', 'Neymar', '', 'we', 'kept', 'talking', 'despite', 'not', 'playing', 'together', '', 'With', 'Kylian', 'at', 'the', 'beginning', '', 'it', 'was', 'strange', 'because', 'we', 'didnt', 'know', 'if', 'he', 'was', 'staying', 'or', 'leaving', '', 'Luckily', 'we', 'are', 'getting', 'to', 'know', 'each', 'other', 'more', '', '', '', 'TheChipsFutbol', '', '']","[('Messi', 'n'), ('', 'n'), ('', 'n'), ('have', 'v'), ('had', 'v'), ('longstanding', 'a'), ('relationship', 'n'), ('Neymar', 'n'), ('', 'n'), ('kept', 'v'), ('talking', 'v'), ('not', 'r'), ('playing', 'v'), ('together', 'r'), ('', 'n'), ('Kylian', 'n'), ('beginning', 'v'), ('', 'n'), ('was', 'v'), ('strange', 'a'), ('didnt', 'v'), ('know', 'v'), ('was', 'v'), ('staying', 'v'), ('leaving', 'v'), ('', 'a'), ('Luckily', 'n'), ('are', 'v'), ('getting', 'v'), ('know', 'v'), ('other', 'a'), ('more', 'a'), ('', 'a'), ('', 'n'), ('', 'n'), ('TheChipsFutbol', 'n'), ('', 'n'), ('', 'n')]","['Messi', 'have', 'have', 'longstanding', 'relationship', 'Neymar', 'keep', 'talk', 'not', 'play', 'together', 'Kylian', 'begin', 'be', 'strange', 'didnt', 'know', 'be', 'stay', 'leave', 'Luckily', 'be', 'get', 'know', 'other', 'more', 'TheChipsFutbol']"
3,@Barca_Buzz I expect 2012 messi lookalike nothing less,"['BarcaBuzz', 'I', 'expect', '2012', 'messi', 'lookalike', 'nothing', 'less']","[('BarcaBuzz', 'n'), ('expect', 'v'), ('messi', 'n'), ('nothing', 'n')]","['BarcaBuzz', 'expect', 'messi', 'nothing']"
4,@PSGhub @SaberDesfa Messi haters wanna talk shit about him rn well just wait til after international break is over Messi his haters (Penaldogs) better be ready to hide in their caves!!,"['PSGhub', 'SaberDesfa', 'Messi', 'haters', 'wanna', 'talk', 'shit', 'about', 'him', 'rn', 'well', 'just', 'wait', 'til', 'after', 'international', 'break', 'is', 'over', 'Messi', 'his', 'haters', '', 'Penaldogs', '', 'better', 'be', 'ready', 'to', 'hide', 'in', 'their', 'caves', '', '']","[('PSGhub', 'n'), ('SaberDesfa', 'n'), ('Messi', 'n'), ('haters', 'n'), ('wanna', 'v'), ('talk', 'n'), ('shit', 'n'), ('rn', 'v'), ('well', 'r'), ('just', 'r'), ('wait', 'n'), ('til', 'n'), ('international', 'a'), ('break', 'n'), ('is', 'v'), ('Messi', 'n'), ('haters', 'n'), ('', 'v'), ('Penaldogs', 'n'), ('', 'n'), ('better', 'r'), ('be', 'v'), ('ready', 'a'), ('hide', 'v'), ('caves', 'n'), ('', 'v'), ('', 'n')]","['PSGhub', 'SaberDesfa', 'Messi', 'hater', 'wanna', 'talk', 'shit', 'rn', 'well', 'just', 'wait', 'til', 'international', 'break', 'be', 'Messi', 'hater', 'Penaldogs', 'well', 'be', 'ready', 'hide', 'cave']"
5,@PSGhub @SaberDesfa Good 4 Messi tbf. Definitely needed 2 rest.,"['PSGhub', 'SaberDesfa', 'Good', '4', 'Messi', 'tbf', '', 'Definitely', 'needed', '2', 'rest', '']","[('PSGhub', 'n'), ('SaberDesfa', 'n'), ('Good', 'n'), ('Messi', 'n'), ('tbf', 'n'), ('', 'n'), ('Definitely', 'n'), ('needed', 'v'), ('rest', 'n'), ('', 'n')]","['PSGhub', 'SaberDesfa', 'Good', 'Messi', 'tbf', 'Definitely', 'need', 'rest']"
6,@hadrien_grenier @SaberDesfa Messi is the new Verratti,"['hadriengrenier', 'SaberDesfa', 'Messi', 'is', 'the', 'new', 'Verratti']","[('hadriengrenier', 'a'), ('SaberDesfa', 'n'), ('Messi', 'n'), ('is', 'v'), ('new', 'a'), ('Verratti', 'n')]","['hadriengrenier', 'SaberDesfa', 'Messi', 'be', 'new', 'Verratti']"
7,"@TrollFootball Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/1sqMBb61Ke","['TrollFootball', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']","[('Lionel', 'n'), ('Messi', 'n'), ('', 'n'), ('', 'v'), ('games', 'n'), ('', 'r'), ('goals', 'n'), ('', 'v'), ('assists', 'n'), ('', 'v'), ('MOTM', 'n'), ('awards', 'n'), ('', 'n'), ('La', 'n'), ('Liga', 'n'), ('top', 'a'), ('scorer', 'n'), ('', 'n'), ('Copa', 'n'), ('America', 'n'), ('top', 'a'), ('scorer', 'n'), ('', 'n'), ('Player', 'n'), ('Tournament', 'n'), ('winner', 'n'), ('other', 'a'), ('player', 'n'), ('had', 'v'), ('stats', 'n'), ('then', 'r'), ('win', 'v'), ('Ballon', 'n'), ('dOr', 'n'), ('debate', 'n'), ('', 'n'), ('Give', 'v'), ('', 'n'), ('', 'n'), ('LM7', 'n'), ('', 'n')]","['Lionel', 'Messi', 'game', 'goal', 'assist', 'MOTM', 'award', 'La', 'Liga', 'top', 'scorer', 'Copa', 'America', 'top', 'scorer', 'Player', 'Tournament', 'winner', 'other', 'player', 'have', 'stats', 'then', 'win', 'Ballon', 'dOr', 'debate', 'Give', 'LM7']"
8,"@av_bagged @Chaviesquement When news of koeman freezing riqui for leaking news broke , there were also reports that a section of the dressing room supported koeman, I think messi was one of them, you can tell that by leo's Excellent relation with ronald","['avbagged', 'Chaviesquement', 'When', 'news', 'of', 'koeman', 'freezing', 'riqui', 'for', 'leaking', 'news', 'broke', '', 'there', 'were', 'also', 'reports', 'that', 'a', 'section', 'of', 'the', 'dressing', 'room', 'supported', 'koeman', '', 'I', 'think', 'messi', 'was', 'one', 'of', 'them', '', 'you', 'can', 'tell', 'that', 'by', 'leos', 'Excellent', 'relation', 'with', 'ronald']","[('avbagged', 'v'), ('Chaviesquement', 'n'), ('news', 'n'), ('koeman', 'n'), ('freezing', 'v'), ('riqui', 'n'), ('leaking', 'v'), ('news', 'n'), ('broke', 'v'), ('', 'r'), ('were', 'v'), ('also', 'r'), ('reports', 'v'), ('section', 'n'), ('dressing', 'n'), ('room', 'n'), ('supported', 'v'), ('koeman', 'a'), ('', 'n'), ('think', 'v'), ('messi', 'n'), ('was', 'v'), ('', 'v'), ('tell', 'v'), ('leos', 'a'), ('Excellent', 'n'), ('relation', 'n'), ('ronald', 'n')]","['avbagged', 'Chaviesquement', 'news', 'koeman', 'freeze', 'riqui', 'leak', 'news', 'break', 'be', 'also', 'report', 'section', 'dressing', 'room', 'support', 'koeman', 'think', 'messi', 'be', 'tell', 'leos', 'Excellent', 'relation', 'ronald']"
9,Noone mentioned messi in that tweet you bum https://t.co/FUrU8UwzXs,"['Noone', 'mentioned', 'messi', 'in', 'that', 'tweet', 'you', 'bum', '']","[('Noone', 'n'), ('mentioned', 'v'), ('messi', 'n'), ('tweet', 'n'), ('bum', 'v'), ('', 'v')]","['Noone', 'mention', 'messi', 'tweet', 'bum']"
10,@6BDORS Messi is the best 🥇,"['6BDORS', 'Messi', 'is', 'the', 'best', '']","[('Messi', 'n'), ('is', 'v'), ('best', 'a'), ('', 'n')]","['Messi', 'be', 'best']"
11,"Oml messi has never hit these levels

https://t.co/gbiPrg0pdQ https://t.co/kWJSJS7gz7","['Oml', 'messi', 'has', 'never', 'hit', 'these', 'levels', '', '']","[('Oml', 'n'), ('messi', 'n'), ('has', 'v'), ('never', 'r'), ('hit', 'v'), ('levels', 'n'), ('', 'v'), ('', 'n')]","['Oml', 'messi', 'have', 'never', 'hit', 'level']"
12,"Lionel Messi says thought of retiring after next year’s FIFA World Cup has not crossed his mind-Sports News , Firstpost https://t.co/KsRx5fP53n","['Lionel', 'Messi', 'says', 'thought', 'of', 'retiring', 'after', 'next', 'year', '', 's', 'FIFA', 'World', 'Cup', 'has', 'not', 'crossed', 'his', 'mindSports', 'News', '', 'Firstpost', '']","[('Lionel', 'n'), ('Messi', 'n'), ('says', 'v'), ('thought', 'n'), ('retiring', 'v'), ('next', 'a'), ('year', 'n'), ('', 'n'), ('s', 'n'), ('FIFA', 'n'), ('World', 'n'), ('Cup', 'n'), ('has', 'v'), ('not', 'r'), ('crossed', 'v'), ('mindSports', 'n'), ('News', 'n'), ('', 'v'), ('Firstpost', 'n'), ('', 'n')]","['Lionel', 'Messi', 'say', 'thought', 'retire', 'next', 'year', 's', 'FIFA', 'World', 'Cup', 'have', 'not', 'cross', 'mindSports', 'News', 'Firstpost']"
13,"@sideblancos @MasiaProdigy @kickoffspot_ @somedaytolive @shivanshfcbm One of the worst takes on this app. Messi has done it in CL, the World Cup, Copa America, and in a top league for over a decade yet he can’t be the  greatest player of all time  because he didn’t prove himself in another league? Do u seriously think he couldn’t put up numbers in his prime in other league","['sideblancos', 'MasiaProdigy', 'kickoffspot', 'somedaytolive', 'shivanshfcbm', 'One', 'of', 'the', 'worst', 'takes', 'on', 'this', 'app', '', 'Messi', 'has', 'done', 'it', 'in', 'CL', '', 'the', 'World', 'Cup', '', 'Copa', 'America', '', 'and', 'in', 'a', 'top', 'league', 'for', 'over', 'a', 'decade', 'yet', 'he', 'can', '', 't', 'be', 'the', 'greatest', 'player', 'of', 'all', 'time', 'because', 'he', 'didn', '', 't', 'prove', 'himself', 'in', 'another', 'league', '', 'Do', 'u', 'seriously', 'think', 'he', 'couldn', '', 't', 'put', 'up', 'numbers', 'in', 'his', 'prime', 'in', 'other', 'league']","[('sideblancos', 'n'), ('MasiaProdigy', 'n'), ('kickoffspot', 'n'), ('somedaytolive', 'a'), ('shivanshfcbm', 'n'), ('worst', 'a'), ('takes', 'v'), ('app', 'n'), ('', 'n'), ('Messi', 'n'), ('has', 'v'), ('done', 'v'), ('CL', 'n'), ('', 'n'), ('World', 'n'), ('Cup', 'n'), ('', 'n'), ('Copa', 'n'), ('America', 'n'), ('', 'n'), ('top', 'a'), ('league', 'n'), ('decade', 'n'), ('yet', 'r'), ('', 'v'), ('t', 'r'), ('be', 'v'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('didn', 'v'), ('', 'a'), ('t', 'a'), ('prove', 'n'), ('league', 'n'), ('', 'n'), ('Do', 'n'), ('u', 'r'), ('seriously', 'r'), ('think', 'v'), ('couldn', 'v'), ('', 'a'), ('t', 'n'), ('put', 'v'), ('up', 'r'), ('numbers', 'n'), ('prime', 'n'), ('other', 'a'), ('league', 'n')]","['sideblancos', 'MasiaProdigy', 'kickoffspot', 'somedaytolive', 'shivanshfcbm', 'bad', 'take', 'app', 'Messi', 'have', 'do', 'CL', 'World', 'Cup', 'Copa', 'America', 'top', 'league', 'decade', 'yet', 't', 'be', 'great', 'player', 'time', 'didn', 't', 'prove', 'league', 'Do', 'u', 'seriously', 'think', 'couldn', 't', 'put', 'up', 'number', 'prime', 'other', 'league']"
14,"@leitren Lmao idris gana gueye or whatever his name is doesn't have that kinda IQ, he did rather pass to a mark mbappe than messi.","['leitren', 'Lmao', 'idris', 'gana', 'gueye', 'or', 'whatever', 'his', 'name', 'is', 'doesnt', 'have', 'that', 'kinda', 'IQ', '', 'he', 'did', 'rather', 'pass', 'to', 'a', 'mark', 'mbappe', 'than', 'messi', '']","[('leitren', 'n'), ('Lmao', 'n'), ('idris', 'v'), ('gana', 'a'), ('gueye', 'n'), ('whatever', 'v'), ('name', 'n'), ('is', 'v'), ('doesnt', 'v'), ('have', 'v'), ('kinda', 'n'), ('IQ', 'n'), ('', 'n'), ('did', 'v'), ('rather', 'r'), ('pass', 'n'), ('mark', 'n'), ('mbappe', 'n'), ('messi', 'n'), ('', 'n')]","['leitren', 'Lmao', 'idris', 'gana', 'gueye', 'whatever', 'name', 'be', 'doesnt', 'have', 'kinda', 'IQ', 'do', 'rather', 'pas', 'mark', 'mbappe', 'messi']"
15,"@Chrisanchez15 @Letter_to_Jack What are the things Ronaldo has done that Messi can't do ? 
I'm waiting for your list bro","['Chrisanchez15', 'LettertoJack', 'What', 'are', 'the', 'things', 'Ronaldo', 'has', 'done', 'that', 'Messi', 'cant', 'do', '', 'Im', 'waiting', 'for', 'your', 'list', 'bro']","[('Chrisanchez15', 'n'), ('LettertoJack', 'n'), ('are', 'v'), ('things', 'n'), ('Ronaldo', 'n'), ('has', 'v'), ('done', 'v'), ('Messi', 'n'), ('cant', 'n'), ('do', 'v'), ('', 'v'), ('Im', 'n'), ('waiting', 'v'), ('list', 'n'), ('bro', 'n')]","['Chrisanchez15', 'LettertoJack', 'be', 'thing', 'Ronaldo', 'have', 'do', 'Messi', 'cant', 'do', 'Im', 'wait', 'list', 'bro']"
16,DO NOT FORGET IF YOU WANT MESSI/RONALDO AND DINHO https://t.co/rkR33yitF3,"['DO', 'NOT', 'FORGET', 'IF', 'YOU', 'WANT', 'MESSI', '', 'RONALDO', 'AND', 'DINHO', '']","[('DO', 'n'), ('NOT', 'n'), ('FORGET', 'n'), ('IF', 'n'), ('YOU', 'n'), ('WANT', 'v'), ('MESSI', 'n'), ('', 'n'), ('RONALDO', 'n'), ('AND', 'n'), ('DINHO', 'n'), ('', 'n')]","['DO', 'NOT', 'FORGET', 'IF', 'YOU', 'WANT', 'MESSI', 'RONALDO', 'AND', 'DINHO']"
17,Listening to Leo Messi talk about Barcelona in his interview despite people treating him like shit☹️ https://t.co/kzzvhGm0mt,"['Listening', 'to', 'Leo', 'Messi', 'talk', 'about', 'Barcelona', 'in', 'his', 'interview', 'despite', 'people', 'treating', 'him', 'like', 'shit', '', '️', '']","[('Listening', 'v'), ('Leo', 'n'), ('Messi', 'n'), ('talk', 'n'), ('Barcelona', 'n'), ('interview', 'n'), ('people', 'n'), ('treating', 'v'), ('shit', 'n'), ('', 'n'), ('️', 'n'), ('', 'n')]","['Listening', 'Leo', 'Messi', 'talk', 'Barcelona', 'interview', 'people', 'treat', 'shit', '️']"
18,🔴 Leo Messi is OUT for Wednesday. @SaberDesfa #PSG 🇦🇷❌,"['', 'Leo', 'Messi', 'is', 'OUT', 'for', 'Wednesday', '', 'SaberDesfa', 'PSG', '', '', '']","[('', 'a'), ('Leo', 'n'), ('Messi', 'n'), ('is', 'v'), ('OUT', 'n'), ('Wednesday', 'n'), ('', 'n'), ('SaberDesfa', 'n'), ('PSG', 'n'), ('', 'n'), ('', 'n'), ('', 'n')]","['Leo', 'Messi', 'be', 'OUT', 'Wednesday', 'SaberDesfa', 'PSG']"
19,"Retire? It has not crossed my mind, says #PSG star #Messi 
https://t.co/RmD2PaaWb3","['Retire', '', 'It', 'has', 'not', 'crossed', 'my', 'mind', '', 'says', 'PSG', 'star', 'Messi', '']","[('Retire', 'n'), ('', 'n'), ('has', 'v'), ('not', 'r'), ('crossed', 'v'), ('mind', 'n'), ('', 'n'), ('says', 'v'), ('PSG', 'n'), ('star', 'n'), ('Messi', 'n'), ('', 'n')]","['Retire', 'have', 'not', 'cross', 'mind', 'say', 'PSG', 'star', 'Messi']"
20,"Zlatan is not even in the top 200 but talks like he is on Messi them level , smh https://t.co/ek9If8mvM8","['Zlatan', 'is', 'not', 'even', 'in', 'the', 'top', '200', 'but', 'talks', 'like', 'he', 'is', 'on', 'Messi', 'them', 'level', '', 'smh', '']","[('Zlatan', 'n'), ('is', 'v'), ('not', 'r'), ('even', 'r'), ('top', 'a'), ('talks', 'n'), ('is', 'v'), ('Messi', 'n'), ('level', 'v'), ('', 'a'), ('smh', 'n'), ('', 'n')]","['Zlatan', 'be', 'not', 'even', 'top', 'talk', 'be', 'Messi', 'level', 'smh']"
21,"@goal @PauDybala_JR @juventusfcen Lionel Messi in 2021:

✅ 49 games
✅ 40 goals
✅ 14 assists
✅ 27 MOTM awards
✅ La Liga top scorer
✅ Copa America top scorer, Player of the Tournament and winner

If any other player had these stats then they would win the Ballon d'Or without debate. Give him his #7 🏆 #LM7 https://t.co/sHb74afgao","['goal', 'PauDybalaJR', 'juventusfcen', 'Lionel', 'Messi', 'in', '2021', '', '', '49', 'games', '', '40', 'goals', '', '14', 'assists', '', '27', 'MOTM', 'awards', '', 'La', 'Liga', 'top', 'scorer', '', 'Copa', 'America', 'top', 'scorer', '', 'Player', 'of', 'the', 'Tournament', 'and', 'winner', 'If', 'any', 'other', 'player', 'had', 'these', 'stats', 'then', 'they', 'would', 'win', 'the', 'Ballon', 'dOr', 'without', 'debate', '', 'Give', 'him', 'his', '', '7', '', 'LM7', '']","[('goal', 'n'), ('PauDybalaJR', 'n'), ('juventusfcen', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('', 'n'), ('', 'v'), ('games', 'n'), ('', 'r'), ('goals', 'n'), ('', 'v'), ('assists', 'n'), ('', 'v'), ('MOTM', 'n'), ('awards', 'n'), ('', 'n'), ('La', 'n'), ('Liga', 'n'), ('top', 'a'), ('scorer', 'n'), ('', 'n'), ('Copa', 'n'), ('America', 'n'), ('top', 'a'), ('scorer', 'n'), ('', 'n'), ('Player', 'n'), ('Tournament', 'n'), ('winner', 'n'), ('other', 'a'), ('player', 'n'), ('had', 'v'), ('stats', 'n'), ('then', 'r'), ('win', 'v'), ('Ballon', 'n'), ('dOr', 'n'), ('debate', 'n'), ('', 'n'), ('Give', 'v'), ('', 'n'), ('', 'n'), ('LM7', 'n'), ('', 'n')]","['goal', 'PauDybalaJR', 'juventusfcen', 'Lionel', 'Messi', 'game', 'goal', 'assist', 'MOTM', 'award', 'La', 'Liga', 'top', 'scorer', 'Copa', 'America', 'top', 'scorer', 'Player', 'Tournament', 'winner', 'other', 'player', 'have', 'stats', 'then', 'win', 'Ballon', 'dOr', 'debate', 'Give', 'LM7']"
22,Vote messi/ronaldo hell vote origi but not that other random dude https://t.co/8lqKGT8QIo,"['Vote', 'messi', '', 'ronaldo', 'hell', 'vote', 'origi', 'but', 'not', 'that', 'other', 'random', 'dude', '']","[('Vote', 'n'), ('messi', 'v'), ('', 'n'), ('ronaldo', 'n'), ('hell', 'n'), ('vote', 'n'), ('origi', 'r'), ('not', 'r'), ('other', 'a'), ('random', 'a'), ('dude', 'n'), ('', 'n')]","['Vote', 'messi', 'ronaldo', 'hell', 'vote', 'origi', 'not', 'other', 'random', 'dude']"
23,"@Inayat19708039 Messi is most protected, we all know that","['Inayat19708039', 'Messi', 'is', 'most', 'protected', '', 'we', 'all', 'know', 'that']","[('Inayat19708039', 'n'), ('Messi', 'n'), ('is', 'v'), ('most', 'a'), ('protected', 'a'), ('', 'n'), ('know', 'v')]","['Inayat19708039', 'Messi', 'be', 'most', 'protected', 'know']"
24,@OLA29636117 @Amari74_ @adamGuater @totalcristiano THEN WHY HE STILL HAS LESS LEAGUE GOALS THAN MESSI IN 2021?,"['OLA29636117', 'Amari74', 'adamGuater', 'totalcristiano', 'THEN', 'WHY', 'HE', 'STILL', 'HAS', 'LESS', 'LEAGUE', 'GOALS', 'THAN', 'MESSI', 'IN', '2021', '']","[('OLA29636117', 'n'), ('Amari74', 'n'), ('adamGuater', 'n'), ('totalcristiano', 'n'), ('THEN', 'n'), ('WHY', 'n'), ('HE', 'n'), ('STILL', 'n'), ('HAS', 'n'), ('LESS', 'n'), ('LEAGUE', 'n'), ('GOALS', 'n'), ('THAN', 'n'), ('MESSI', 'n'), ('IN', 'n'), ('', 'n')]","['OLA29636117', 'Amari74', 'adamGuater', 'totalcristiano', 'THEN', 'WHY', 'HE', 'STILL', 'HAS', 'LESS', 'LEAGUE', 'GOALS', 'THAN', 'MESSI', 'IN']"
25,@needonegoalfc SRK and Messi as a celebrity will never disappoint you ❤️✌️,"['needonegoalfc', 'SRK', 'and', 'Messi', 'as', 'a', 'celebrity', 'will', 'never', 'disappoint', 'you', '', '️', '', '️']","[('needonegoalfc', 'a'), ('SRK', 'n'), ('Messi', 'n'), ('celebrity', 'n'), ('never', 'r'), ('disappoint', 'v'), ('', 'v'), ('️', 'a'), ('', 'n'), ('️', 'n')]","['needonegoalfc', 'SRK', 'Messi', 'celebrity', 'never', 'disappoint', '️', '️']"
26,@goal @PauDybala_JR @juventusfcen Has more league goals than Messi 😭,"['goal', 'PauDybalaJR', 'juventusfcen', 'Has', 'more', 'league', 'goals', 'than', 'Messi', '']","[('goal', 'n'), ('PauDybalaJR', 'n'), ('juventusfcen', 'n'), ('Has', 'n'), ('more', 'a'), ('league', 'n'), ('goals', 'n'), ('Messi', 'n'), ('', 'n')]","['goal', 'PauDybalaJR', 'juventusfcen', 'Has', 'more', 'league', 'goal', 'Messi']"
27,"@waleedalfarraj Twitter Messi 

#اجمل_رساله_حب  #غرد_بذكر_الله

https://t.co/XSyUpymMGT","['waleedalfarraj', 'Twitter', 'Messi', 'اجملرسالهحب', 'غردبذكرالله', '']","[('waleedalfarraj', 'n'), ('Twitter', 'n'), ('Messi', 'n'), ('اجملرسالهحب', 'n'), ('غردبذكرالله', 'n'), ('', 'n')]","['waleedalfarraj', 'Twitter', 'Messi', 'اجملرسالهحب', 'غردبذكرالله']"
28,"@SelecaoTalk Newmar for all his brilliance ain't come close to Messi, The gulf between Messi and Neymar is as big as Maradona and Careca with the likes of R9, Ronnie can both fill in with some space left for Romario.","['SelecaoTalk', 'Newmar', 'for', 'all', 'his', 'brilliance', 'aint', 'come', 'close', 'to', 'Messi', '', 'The', 'gulf', 'between', 'Messi', 'and', 'Neymar', 'is', 'as', 'big', 'as', 'Maradona', 'and', 'Careca', 'with', 'the', 'likes', 'of', 'R9', '', 'Ronnie', 'can', 'both', 'fill', 'in', 'with', 'some', 'space', 'left', 'for', 'Romario', '']","[('SelecaoTalk', 'n'), ('Newmar', 'n'), ('brilliance', 'n'), ('aint', 'n'), ('come', 'v'), ('close', 'r'), ('Messi', 'n'), ('', 'n'), ('gulf', 'n'), ('Messi', 'n'), ('Neymar', 'n'), ('is', 'v'), ('as', 'r'), ('big', 'a'), ('Maradona', 'n'), ('Careca', 'n'), ('likes', 'n'), ('R9', 'n'), ('', 'n'), ('Ronnie', 'n'), ('fill', 'v'), ('space', 'n'), ('left', 'v'), ('Romario', 'n'), ('', 'n')]","['SelecaoTalk', 'Newmar', 'brilliance', 'aint', 'come', 'close', 'Messi', 'gulf', 'Messi', 'Neymar', 'be', 'as', 'big', 'Maradona', 'Careca', 'like', 'R9', 'Ronnie', 'fill', 'space', 'leave', 'Romario']"
29,"Ramos : Bro i have a plan to leave this hell
Messi : Tell me fast 
#psg #ramos #Messi https://t.co/nuWvrzlP79","['Ramos', '', 'Bro', 'i', 'have', 'a', 'plan', 'to', 'leave', 'this', 'hell', 'Messi', '', 'Tell', 'me', 'fast', 'psg', 'ramos', 'Messi', '']","[('Ramos', 'n'), ('', 'n'), ('Bro', 'n'), ('i', 'n'), ('have', 'v'), ('plan', 'n'), ('leave', 'v'), ('hell', 'n'), ('Messi', 'n'), ('', 'n'), ('Tell', 'n'), ('fast', 'r'), ('psg', 'v'), ('ramos', 'n'), ('Messi', 'n'), ('', 'n')]","['Ramos', 'Bro', 'i', 'have', 'plan', 'leave', 'hell', 'Messi', 'Tell', 'fast', 'psg', 'ramos', 'Messi']"
30,@messiifc10 @ESPNFC If that’s the case why was the president saying that? Surely he should know. Also they could have paid Messi back later once they balance their checkbook so it doesn’t have to be for free,"['messiifc10', 'ESPNFC', 'If', 'that', '', 's', 'the', 'case', 'why', 'was', 'the', 'president', 'saying', 'that', '', 'Surely', 'he', 'should', 'know', '', 'Also', 'they', 'could', 'have', 'paid', 'Messi', 'back', 'later', 'once', 'they', 'balance', 'their', 'checkbook', 'so', 'it', 'doesn', '', 't', 'have', 'to', 'be', 'for', 'free']","[('messiifc10', 'n'), ('ESPNFC', 'n'), ('', 'v'), ('s', 'v'), ('case', 'n'), ('was', 'v'), ('president', 'n'), ('saying', 'v'), ('', 'n'), ('Surely', 'r'), ('know', 'v'), ('', 'n'), ('Also', 'r'), ('have', 'v'), ('paid', 'v'), ('Messi', 'n'), ('back', 'r'), ('later', 'r'), ('balance', 'v'), ('checkbook', 'n'), ('doesn', 'v'), ('', 'a'), ('t', 'n'), ('have', 'v'), ('be', 'v'), ('free', 'a')]","['messiifc10', 'ESPNFC', 's', 'case', 'be', 'president', 'say', 'Surely', 'know', 'Also', 'have', 'pay', 'Messi', 'back', 'later', 'balance', 'checkbook', 'doesn', 't', 'have', 'be', 'free']"
31,@breathMessi21 Someone needs to remind he's fkin Lionel Messi,"['breathMessi21', 'Someone', 'needs', 'to', 'remind', 'hes', 'fkin', 'Lionel', 'Messi']","[('breathMessi21', 'n'), ('Someone', 'n'), ('needs', 'v'), ('remind', 'v'), ('hes', 'n'), ('fkin', 'a'), ('Lionel', 'n'), ('Messi', 'n')]","['breathMessi21', 'Someone', 'need', 'remind', 'he', 'fkin', 'Lionel', 'Messi']"
